Name,Pos,Date,Team,Opp,Result,Att,Cmp,Pct,Yds,YPA,TD,Int,Lg,Sack,Rate,,,,,,,,,,
,,12/16/01,Phi,@ Was,"W, 20-6",34,16,47.1,235,6.9,2,3,62t,11-Feb,52.9,12/16/01,Phi,@ Was,"W, 20-6",7,25,3.57,15,0,3
,,12/22/01,Phi,@ SF,"L, 13-3",34,23,67.6,232,6.8,0,1,46,19-Mar,74.6,12/22/01,Phi,@ SF,"L, 13-3",5,31,6.2,10,0,1
,,12/30/01,Phi,NYG,"W, 24-21",39,21,53.8,270,6.9,3,1,57t,29-Apr,90.8,12/30/01,Phi,NYG,"W, 24-21",7,48,6.86,18,0,3
,,1/12/02,Phi,TB,"W, 31-9",25,16,64,194,7.8,2,1,41,8-Mar,97.8,1/12/02,Phi,TB,"W, 31-9",4,57,14.25,39,0,2
,,1/19/02,Phi,@ Chi,"W, 33-19",40,26,65,262,6.5,2,1,43,13-Feb,89.8,1/19/02,Phi,@ Chi,"W, 33-19",8,37,4.62,14,1,3
,,1/27/02,Phi,@ Stl,"L, 29-24",30,18,60,171,5.7,1,1,17,25-Mar,73.1,1/27/02,Phi,@ Stl,"L, 29-24",4,26,6.5,10,1,3
,,9/8/02,Phi,@ Ten,"L, 27-24",36,18,50,212,5.9,3,2,31,Jun-31,72.9,9/8/02,Phi,@ Ten,"L, 27-24",3,15,5,10,0,2
,,9/16/02,Phi,@ Was,"W, 37-7",38,26,68.4,292,7.7,2,0,39t,9-Feb,108.7,9/16/02,Phi,@ Was,"W, 37-7",5,36,7.2,15,1,2
,,9/22/02,Phi,Dal,"W, 44-13",37,24,64.9,287,7.8,3,0,59t,15-Mar,115.5,9/22/02,Phi,Dal,"W, 44-13",6,67,11.17,26,1,3
,,9/29/02,Phi,Hou,"W, 35-17",42,24,57.1,259,6.2,1,1,38t,27-Mar,73.4,9/29/02,Phi,Hou,"W, 35-17",7,23,3.29,11,0,4
,,10/6/02,Phi,@ Jax,"L, 28-25",48,28,58.3,230,4.8,2,0,22,23-May,84.5,10/6/02,Phi,@ Jax,"L, 28-25",12,100,8.33,26,1,7
,,10/20/02,Phi,TB,"W, 20-10",25,12,48,127,5.1,1,1,42t,17-Feb,59.9,10/20/02,Phi,TB,"W, 20-10",6,4,0.67,3,1,2
,,10/28/02,Phi,NYG,"W, 17-3",30,14,46.7,137,4.6,0,0,32,10-Jan,60,10/28/02,Phi,NYG,"W, 17-3",8,107,13.38,40t,1,5
,,11/3/02,Phi,@ Chi,"W, 19-13",33,18,54.5,209,6.3,0,1,39,17-Mar,61.3,11/3/02,Phi,@ Chi,"W, 19-13",9,46,5.11,14,1,5
,,11/10/02,Phi,Ind,"L, 35-13",47,27,57.4,281,6,1,0,29,12-Feb,82,11/10/02,Phi,Ind,"L, 35-13",7,62,8.86,18,0,4
,,11/17/02,Phi,Ari,"W, 38-14",25,20,80,255,10.2,4,1,45,5-Jan,132.1,11/17/02,Phi,Ari,"W, 38-14",0,0,0,0,0,0
,,1/11/03,Phi,Atl,"W, 20-6",30,20,66.7,247,8.2,1,0,42,20-Feb,103.1,1/11/03,Phi,Atl,"W, 20-6",4,24,6,19,0,1
,,1/19/03,Phi,TB,"L, 27-10",49,26,53.1,243,5,0,1,24,11-Feb,58.5,1/19/03,Phi,TB,"L, 27-10",3,17,5.67,11,0,1
,,9/8/03,Phi,TB,"L, 17-0",36,19,52.8,148,4.1,0,1,15,24-Mar,51.6,9/8/03,Phi,TB,"L, 17-0",5,55,11,16,0,3
,,9/14/03,Phi,NE,"L, 31-10",46,18,39.1,186,4,0,2,24,Aug-43,33.4,9/14/03,Phi,NE,"L, 31-10",5,54,10.8,15,0,4
,,9/28/03,Phi,@ Buf,"W, 23-13",29,18,62.1,173,6,0,0,27,14-Feb,78.7,9/28/03,Phi,@ Buf,"W, 23-13",9,47,5.22,25,0,2
,,10/5/03,Phi,Was,"W, 27-25",30,16,53.3,157,5.2,1,2,39,17-Mar,51.7,10/5/03,Phi,Was,"W, 27-25",7,18,2.57,8,0,1
,,10/12/03,Phi,@ Dal,"L, 23-21",26,11,42.3,126,4.8,1,0,52t,11-Feb,70.4,10/12/03,Phi,@ Dal,"L, 23-21",6,0,0,3,0,3
,,10/19/03,Phi,@ NYG,"W, 14-10",23,9,39.1,64,2.8,0,1,25,17-Mar,29.1,10/19/03,Phi,@ NYG,"W, 14-10",3,-1,-0.33,0,0,0
,,10/26/03,Phi,NYJ,"W, 24-17",23,17,73.9,141,6.1,1,1,19,29-May,85.6,10/26/03,Phi,NYJ,"W, 24-17",2,18,9,10,0,1
,,11/2/03,Phi,@ Atl,"W, 23-16",33,21,63.6,312,9.5,1,0,41,10-Feb,104.6,11/2/03,Phi,@ Atl,"W, 23-16",2,22,11,11,0,2
,,11/10/03,Phi,@ GB,"W, 17-14",31,15,48.4,198,6.4,1,0,51,8-Jan,79.8,11/10/03,Phi,@ GB,"W, 17-14",5,26,5.2,16,1,3
,,11/16/03,Phi,NYG,"W, 28-10",30,24,80,314,10.5,2,0,38,0/0,132.5,11/16/03,Phi,NYG,"W, 28-10",4,0,0,1,0,0
,,11/23/03,Phi,NO,"W, 33-20",25,16,64,259,10.4,1,0,48,12-Mar,111.9,11/23/03,Phi,NO,"W, 33-20",7,54,7.71,34,0,3
,,11/30/03,Phi,@ Car,"W, 25-16",26,18,69.2,182,7,1,1,29,23-Mar,85.7,11/30/03,Phi,@ Car,"W, 25-16",2,6,3,7,0,0
,,12/7/03,Phi,Dal,"W, 36-10",34,18,52.9,240,7.1,3,0,33,12-Feb,105,12/7/03,Phi,Dal,"W, 36-10",1,21,21,21,0,0
,,12/15/03,Phi,@ Mia,"W, 34-27",27,15,55.6,236,8.7,0,1,59,Jan-00,69.4,12/15/03,Phi,@ Mia,"W, 34-27",8,14,1.75,7,1,2
,,12/21/03,Phi,SF,"L, 31-28",27,17,63,238,8.8,1,2,47,May-33,72.8,12/21/03,Phi,SF,"L, 31-28",2,5,2.5,4,0,0
,,12/27/03,Phi,@ Was,"W, 31-7",32,23,71.9,242,7.6,3,0,40,0/0,124.7,12/27/03,Phi,@ Was,"W, 31-7",3,16,5.33,13,1,2
,,1/11/04,Phi,GB,"W, 20-17",39,21,53.8,248,6.4,2,0,45,Aug-49,90.5,1/11/04,Phi,GB,"W, 20-17",11,107,9.73,41,0,5
,,1/18/04,Phi,Car,"L, 14-3",22,10,45.5,100,4.5,0,3,23,28-Apr,19,1/18/04,Phi,Car,"L, 14-3",2,10,5,7,0,1
,,9/12/04,Phi,NYG,"W, 31-17",36,26,72.2,330,9.2,4,0,53,17-Feb,137.5,9/12/04,Phi,NYG,"W, 31-17",4,12,3,6,0,0
,,9/20/04,Phi,Min,"W, 27-16",28,19,67.9,245,8.8,2,0,45t,19-Feb,118.9,9/20/04,Phi,Min,"W, 27-16",3,24,8,20t,1,1
,,9/26/04,Phi,@ Det,"W, 30-13",42,29,69,356,8.5,2,0,55,13-Feb,110.8,9/26/04,Phi,@ Det,"W, 30-13",5,-2,-0.4,1t,1,1
,,10/3/04,Phi,@ Chi,"W, 19-9",38,24,63.2,237,6.2,1,1,44,15-Feb,78.5,10/3/04,Phi,@ Chi,"W, 19-9",1,2,2,2,0,1
,,10/17/04,Phi,Car,"W, 30-8",26,14,53.8,209,8,0,1,53,7-Jan,64.4,10/17/04,Phi,Car,"W, 30-8",3,6,2,8,0,0
,,10/24/04,Phi,@ Cle,"W, 34-31",43,28,65.1,376,8.7,4,1,65,9-Feb,114.1,10/24/04,Phi,@ Cle,"W, 34-31",2,28,14,28,0,1
,,10/31/04,Phi,Bal,"W, 15-10",33,18,54.5,219,6.6,1,0,24,19-Feb,85.3,10/31/04,Phi,Bal,"W, 15-10",6,36,6,16,0,2
,,11/7/04,Phi,@ Pit,"L, 27-3",24,15,62.5,109,4.5,0,1,21,19-Apr,55.7,11/7/04,Phi,@ Pit,"L, 27-3",0,0,0,0,0,0
,,11/15/04,Phi,@ Dal,"W, 49-21",27,15,55.6,345,12.8,4,0,60,9-Jan,140,11/15/04,Phi,@ Dal,"W, 49-21",2,14,7,12,0,1
,,11/21/04,Phi,Was,"W, 28-6",26,18,69.2,222,8.5,4,1,46,14-Apr,118.9,11/21/04,Phi,Was,"W, 28-6",4,33,8.25,19,0,1
,,11/28/04,Phi,@ NYG,"W, 27-6",27,18,66.7,244,9,1,0,50,6-Feb,107.6,11/28/04,Phi,@ NYG,"W, 27-6",5,30,6,16,1,2
,,12/5/04,Phi,GB,"W, 47-17",43,32,74.4,464,10.8,5,0,50,15-Apr,147.8,12/5/04,Phi,GB,"W, 47-17",0,0,0,0,0,0
,,12/12/04,Phi,@ Was,"W, 17-14",38,21,55.3,260,6.8,1,1,80,15-Feb,74.5,12/12/04,Phi,@ Was,"W, 17-14",2,8,4,9,0,0
,,12/19/04,Phi,Dal,"W, 12-7",35,20,57.1,223,6.4,1,2,20,15-Feb,62,12/19/04,Phi,Dal,"W, 12-7",4,29,7.25,19,0,2
,,12/27/04,Phi,@ Stl,"L, 20-7",3,3,100,36,12,1,0,23,0/0,156.3,12/27/04,Phi,@ Stl,"L, 20-7",0,0,0,0,0,0
,,1/16/05,Phi,Min,"W, 27-14",33,21,63.6,286,8.7,2,0,52,Jan-00,111.4,1/16/05,Phi,Min,"W, 27-14",3,3,1,5,0,0
,,1/23/05,Phi,Atl,"W, 27-10",26,17,65.4,180,6.9,2,0,45,13-Feb,111.1,1/23/05,Phi,Atl,"W, 27-10",10,32,3.2,8,0,2
,,2/6/05,Phi,NE,"L, 24-21",51,30,58.8,357,7,3,3,40,Apr-33,75.4,2/6/05,Phi,NE,"L, 24-21",1,0,0,0,0,0
,,9/12/05,Phi,@ Atl,"L, 14-10",45,24,53.3,257,5.7,1,1,24,7-Feb,68.5,9/12/05,Phi,@ Atl,"L, 14-10",1,0,0,0,0,0
,,9/18/05,Phi,SF,"W, 42-3",29,23,79.3,342,11.8,5,0,68t,15-Feb,155.4,9/18/05,Phi,SF,"W, 42-3",0,0,0,0,0,0
,,9/25/05,Phi,Oak,"W, 23-20",52,30,57.7,365,7,2,1,62,Jan-00,84.2,9/25/05,Phi,Oak,"W, 23-20",3,8,2.67,5,0,1
,,10/2/05,Phi,@ KC,"W, 37-31",48,33,68.8,369,7.7,3,1,34,1-Jan,103.6,10/2/05,Phi,@ KC,"W, 37-31",4,-1,-0.25,2,0,0
,,10/9/05,Phi,@ Dal,"L, 33-10",26,13,50,131,5,0,0,23,Apr-35,64.7,10/9/05,Phi,@ Dal,"L, 33-10",2,2,1,3,0,0
,,10/23/05,Phi,SD,"W, 20-17",54,35,64.8,287,5.3,1,2,36,25-Mar,69,10/23/05,Phi,SD,"W, 20-17",4,-1,-0.25,2,0,1
,,10/30/05,Phi,@ Den,"L, 49-21",34,12,35.3,283,8.3,3,2,91t,11-Feb,71.1,10/30/05,Phi,@ Den,"L, 49-21",3,13,4.33,11,0,1
,,11/6/05,Phi,@ Was,"L, 17-10",35,22,62.9,304,8.7,1,1,56t,13-Feb,88.3,11/6/05,Phi,@ Was,"L, 17-10",3,12,4,7,0,1
,,11/14/05,Phi,Dal,"L, 21-20",34,19,55.9,169,5,0,1,18,5-Feb,57.1,11/14/05,Phi,Dal,"L, 21-20",5,22,4.4,9,1,3
,,9/10/06,Phi,@ Hou,"W, 24-10",35,24,68.6,314,9,3,1,42t,3-Jan,113.3,9/10/06,Phi,@ Hou,"W, 24-10",4,7,1.75,10,0,1
,,9/17/06,Phi,NYG,"L, 30-24",45,27,60,350,7.8,2,0,33,6-Jan,99.3,9/17/06,Phi,NYG,"L, 30-24",4,31,7.75,16,0,2
,,9/24/06,Phi,@ SF,"W, 38-24",33,18,54.5,296,9,2,0,60,30-Mar,105.1,9/24/06,Phi,@ SF,"W, 38-24",3,1,0.33,3,0,1
,,10/2/06,Phi,GB,"W, 31-9",30,16,53.3,288,9.6,2,0,45t,Apr-32,108.8,10/2/06,Phi,GB,"W, 31-9",5,47,9.4,15t,2,4
,,10/8/06,Phi,Dal,"W, 38-24",33,18,54.5,354,10.7,2,0,87t,23-Mar,112.4,10/8/06,Phi,Dal,"W, 38-24",1,1,1,1t,1,1
,,10/15/06,Phi,@ NO,"L, 27-24",32,19,59.4,247,7.7,2,1,60t,21-Mar,91.5,10/15/06,Phi,@ NO,"L, 27-24",0,0,0,0,0,0
,,10/22/06,Phi,@ TB,"L, 23-21",35,22,62.9,302,8.6,3,3,52t,4-Jan,83.3,10/22/06,Phi,@ TB,"L, 23-21",6,76,12.67,37,0,2
,,10/29/06,Phi,Jax,"L, 13-6",34,18,52.9,161,4.7,0,0,29,19-Apr,65.9,10/29/06,Phi,Jax,"L, 13-6",5,37,7.4,15,0,2
,,11/12/06,Phi,Was,"W, 27-3",26,12,46.2,257,9.9,2,0,84t,2-Jan,107.4,11/12/06,Phi,Was,"W, 27-3",4,12,3,11,0,1
,,11/19/06,Phi,Ten,"L, 31-13",13,6,46.2,78,6,0,1,40,0/0,33.5,11/19/06,Phi,Ten,"L, 31-13",0,0,0,0,0,0
,,9/9/07,Phi,@ GB,"L, 16-13",33,15,45.5,184,5.6,1,1,37,4-Jan,60.7,9/9/07,Phi,@ GB,"L, 16-13",4,9,2.25,4,0,0
,,9/17/07,Phi,Was,"L, 20-12",46,28,60.9,240,5.2,0,0,19,14-Mar,74.5,9/17/07,Phi,Was,"L, 20-12",2,15,7.5,11,0,1
,,9/23/07,Phi,Det,"W, 56-21",26,21,80.8,381,14.7,4,0,68t,5-Jan,158.3,9/23/07,Phi,Det,"W, 56-21",3,7,2.33,6,0,0
,,9/30/07,Phi,@ NYG,"L, 16-3",31,15,48.4,138,4.5,0,0,15,Dec-62,61,9/30/07,Phi,@ NYG,"L, 16-3",4,4,1,2,0,1
,,10/14/07,Phi,@ NYJ,"W, 16-9",35,22,62.9,278,7.9,1,1,75t,16-Mar,85.2,10/14/07,Phi,@ NYJ,"W, 16-9",2,3,1.5,4,0,1
,,10/21/07,Phi,Chi,"L, 19-16",34,21,61.8,226,6.6,1,0,25,15-Mar,91.1,10/21/07,Phi,Chi,"L, 19-16",2,18,9,9,0,1
,,10/28/07,Phi,@ Min,"W, 23-16",36,23,63.9,333,9.2,1,0,50,10-Feb,103.1,10/28/07,Phi,@ Min,"W, 23-16",3,13,4.33,6,0,0
,,11/4/07,Phi,Dal,"L, 38-17",46,27,58.7,264,5.7,1,2,45,14-Mar,64,11/4/07,Phi,Dal,"L, 38-17",1,1,1,1,0,0
,,11/11/07,Phi,@ Was,"W, 33-25",28,20,71.4,251,9,4,0,57t,11-Feb,138.5,11/11/07,Phi,@ Was,"W, 33-25",7,37,5.29,16,0,4
,,11/18/07,Phi,Mia,"W, 17-7",11,3,27.3,34,3.1,0,2,23,0/0,0.4,11/18/07,Phi,Mia,"W, 17-7",2,28,14,26,0,1
,,12/9/07,Phi,NYG,"L, 16-13",30,20,66.7,179,6,1,0,19,14-Mar,93.6,12/9/07,Phi,NYG,"L, 16-13",4,11,2.75,5,0,2
,,12/16/07,Phi,@ Dal,"W, 10-6",41,23,56.1,208,5.1,1,0,29,27-Apr,78.1,12/16/07,Phi,@ Dal,"W, 10-6",9,53,5.89,28,0,4
,,12/23/07,Phi,@ NO,"W, 38-23",35,24,68.6,263,7.5,3,0,31t,12-Mar,119.1,12/23/07,Phi,@ NO,"W, 38-23",6,37,6.17,40,0,1
,,12/30/07,Phi,Buf,"W, 17-9",41,29,70.7,345,8.4,1,1,40,23-Apr,94.1,12/30/07,Phi,Buf,"W, 17-9",1,0,0,0,0,0
,,9/7/08,Phi,Stl,"W, 38-3",33,21,63.6,361,10.9,3,0,90t,0/0,131,9/7/08,Phi,Stl,"W, 38-3",1,3,3,3,0,0
,,9/15/08,Phi,@ Dal,"L, 41-37",37,25,67.6,281,7.6,1,0,60,22-Apr,99,9/15/08,Phi,@ Dal,"L, 41-37",5,20,4,10,0,1
,,9/21/08,Phi,Pit,"W, 15-6",35,24,68.6,196,5.6,1,1,20t,19-Mar,80.2,9/21/08,Phi,Pit,"W, 15-6",2,-2,-1,-1,0,0
,,9/28/08,Phi,@ Chi,"L, 24-20",41,25,61,262,6.4,1,1,31,25-Mar,77.5,9/28/08,Phi,@ Chi,"L, 24-20",2,-5,-2.5,-1,0,0
,,10/5/08,Phi,Was,"L, 23-17",29,17,58.6,196,6.8,0,0,40,0/0,79.1,10/5/08,Phi,Was,"L, 23-17",0,0,0,0,0,0
,,10/12/08,Phi,@ SF,"W, 40-26",36,23,63.9,280,7.8,2,1,27,0/0,94.7,10/12/08,Phi,@ SF,"W, 40-26",1,4,4,4,0,0
,,10/26/08,Phi,Atl,"W, 27-14",34,19,55.9,253,7.4,0,0,30,13-Feb,79.7,10/26/08,Phi,Atl,"W, 27-14",6,25,4.17,12,1,2
,,11/2/08,Phi,@ Sea,"W, 26-7",43,28,65.1,349,8.1,2,1,44,2-Jan,96,11/2/08,Phi,@ Sea,"W, 26-7",2,6,3,5,0,1
,,11/9/08,Phi,NYG,"L, 36-31",36,17,47.2,194,5.4,3,1,32,0/0,80.1,11/9/08,Phi,NYG,"L, 36-31",3,35,11.67,17,0,1
,,11/16/08,Phi,@ Cin,"T, 13-13",58,28,48.3,339,5.8,1,3,57,16-Feb,50.9,11/16/08,Phi,@ Cin,"T, 13-13",1,2,2,2,0,1
,,11/23/08,Phi,@ Bal,"L, 36-7",18,8,44.4,59,3.3,0,2,15,12-Feb,13.2,11/23/08,Phi,@ Bal,"L, 36-7",1,7,7,7,0,0
,,11/27/08,Phi,Ari,"W, 48-20",39,27,69.2,260,6.7,4,0,25,8-Jan,121.7,11/27/08,Phi,Ari,"W, 48-20",4,24,6,13,0,1
,,12/7/08,Phi,@ NYG,"W, 20-14",30,19,63.3,191,6.4,1,0,40t,0/0,92.5,12/7/08,Phi,@ NYG,"W, 20-14",6,16,2.67,11,0,3
,,12/15/08,Phi,Cle,"W, 30-10",35,26,74.3,290,8.3,2,1,25,6-Feb,105.7,12/15/08,Phi,Cle,"W, 30-10",0,0,0,0,0,0
,,12/21/08,Phi,@ Was,"L, 10-3",46,26,56.5,230,5,0,0,47,17-Feb,70,12/21/08,Phi,@ Was,"L, 10-3",2,8,4,5,0,0
,,12/28/08,Phi,Dal,"W, 44-6",21,12,57.1,175,8.3,2,0,59,9-Jan,116.2,12/28/08,Phi,Dal,"W, 44-6",3,4,1.33,3,1,1
,,1/4/09,Phi,@ Min,"W, 26-14",34,23,67.6,300,8.8,1,1,71t,17-Mar,92.8,1/4/09,Phi,@ Min,"W, 26-14",0,0,0,0,0,0
,,1/11/09,Phi,@ NYG,"W, 23-11",40,22,55,217,5.4,1,2,48,0/0,58,1/11/09,Phi,@ NYG,"W, 23-11",5,16,3.2,9,1,1
,,1/18/09,Phi,@ Ari,"L, 32-25",47,28,59.6,375,8,3,1,62t,18-Feb,97.4,1/18/09,Phi,@ Ari,"L, 32-25",2,31,15.5,21,0,2
,,9/13/09,Phi,@ Car,"W, 38-10",18,10,55.6,79,4.4,2,1,18,0/0,80.6,9/13/09,Phi,@ Car,"W, 38-10",4,27,6.75,15,1,3
,,10/11/09,Phi,TB,"W, 33-14",21,16,76.2,264,12.6,3,0,51t,16-Mar,157.2,10/11/09,Phi,TB,"W, 33-14",2,30,15,17,0,2
,,10/18/09,Phi,@ Oak,"L, 13-9",46,22,47.8,269,5.8,0,0,51,Jun-53,66.3,10/18/09,Phi,@ Oak,"L, 13-9",2,8,4,6,0,1
,,10/26/09,Phi,@ Was,"W, 27-17",25,15,60,156,6.2,1,0,57t,21-Mar,91.4,10/26/09,Phi,@ Was,"W, 27-17",5,-5,-1,1,0,0
,,11/1/09,Phi,NYG,"W, 40-17",23,17,73.9,240,10.4,3,0,54t,29-Feb,146.7,11/1/09,Phi,NYG,"W, 40-17",1,14,14,14,0,1
,,11/8/09,Phi,Dal,"L, 20-16",30,16,53.3,227,7.6,1,2,45,18-Mar,61.4,11/8/09,Phi,Dal,"L, 20-16",2,-1,-0.5,0,0,0
,,11/15/09,Phi,@ SD,"L, 31-23",55,35,63.6,450,8.2,2,1,58,17-Feb,93.8,11/15/09,Phi,@ SD,"L, 31-23",0,0,0,0,0,0
,,11/22/09,Phi,@ Chi,"W, 24-20",32,23,71.9,244,7.6,2,1,48t,24-Mar,101.6,11/22/09,Phi,@ Chi,"W, 24-20",4,5,1.25,6,0,1
,,11/29/09,Phi,Was,"W, 27-24",35,21,60,260,7.4,1,1,46,2-Feb,80.7,11/29/09,Phi,Was,"W, 27-24",2,-2,-1,-1,0,0
,,12/6/09,Phi,@ Atl,"W, 34-7",25,14,56,238,9.5,1,0,59,9-Feb,101.8,12/6/09,Phi,@ Atl,"W, 34-7",2,17,8.5,16,0,1
,,12/13/09,Phi,@ NYG,"W, 45-38",26,17,65.4,275,10.6,2,1,60t,10-Jan,110.3,12/13/09,Phi,@ NYG,"W, 45-38",2,5,2.5,6,0,0
,,12/20/09,Phi,SF,"W, 27-13",36,21,58.3,306,8.5,1,2,59,0/0,72.2,12/20/09,Phi,SF,"W, 27-13",4,5,1.25,8t,1,1
,,12/27/09,Phi,Den,"W, 30-27",35,20,57.1,322,9.2,3,1,47t,Apr-33,104.7,12/27/09,Phi,Den,"W, 30-27",5,29,5.8,27,0,2
,,1/3/10,Phi,@ Dal,"L, 24-0",36,20,55.6,223,6.2,0,0,32,Apr-32,74.2,1/3/10,Phi,@ Dal,"L, 24-0",2,8,4,8,0,0
,,1/9/10,Phi,@ Dal,"L, 34-14",37,19,51.4,230,6.2,1,1,27,22-Apr,68.5,1/9/10,Phi,@ Dal,"L, 34-14",2,13,6.5,8,0,0
,,9/12/10,Was,Dal,"W, 13-7",32,15,46.9,171,5.3,0,0,24,10-Jan,63.4,9/12/10,Was,Dal,"W, 13-7",1,17,17,17,0,1
,,9/19/10,Was,Hou,"L, 30-27",38,28,73.7,426,11.2,1,0,62,23-Mar,119,9/19/10,Was,Hou,"L, 30-27",0,0,0,0,0,0
,,9/26/10,Was,@ Stl,"L, 30-16",32,19,59.4,236,7.4,1,1,56,3-Jan,79.7,9/26/10,Was,@ Stl,"L, 30-16",2,25,12.5,26,0,1
,,10/3/10,Was,@ Phi,"W, 17-12",19,8,42.1,125,6.6,1,1,57,1-Jan,60.2,10/3/10,Was,@ Phi,"W, 17-12",5,39,7.8,18,0,2
,,10/10/10,Was,GB,"W, 16-13",49,26,53.1,357,7.3,1,1,52,May-35,75,10/10/10,Was,GB,"W, 16-13",4,10,2.5,5,0,0
,,10/17/10,Was,Ind,"L, 27-24",45,29,64.4,246,5.5,1,2,19,24-Mar,67.5,10/17/10,Was,Ind,"L, 27-24",2,1,0.5,2,0,1
,,10/24/10,Was,@ Chi,"W, 17-14",32,17,53.1,200,6.2,1,2,24t,13-Feb,56.8,10/24/10,Was,@ Chi,"W, 17-14",5,-2,-0.4,2,0,0
,,10/31/10,Was,@ Det,"L, 37-25",30,17,56.7,210,7,1,1,50,Jun-46,75.7,10/31/10,Was,@ Det,"L, 37-25",4,45,11.25,36,0,1
,,11/15/10,Was,Phi,"L, 59-28",31,17,54.8,295,9.5,2,3,76,25-Feb,69.4,11/15/10,Was,Phi,"L, 59-28",1,0,0,0,0,0
,,11/21/10,Was,@ Ten,"W, 19-16",50,30,60,376,7.5,1,1,48,18-Mar,81.7,11/21/10,Was,@ Ten,"W, 19-16",1,4,4,4,0,0
,,11/28/10,Was,Min,"L, 17-13",35,21,60,211,6,1,1,45,24-Apr,74.8,11/28/10,Was,Min,"L, 17-13",2,7,3.5,4,0,1
,,12/5/10,Was,@ NYG,"L, 31-7",44,26,59.1,296,6.7,1,2,33t,Apr-32,68,12/5/10,Was,@ NYG,"L, 31-7",2,5,2.5,3,0,1
,,12/12/10,Was,TB,"L, 17-16",35,22,62.9,228,6.5,2,0,36,17-Feb,10,12/12/10,Was,TB,"L, 17-16",0,0,0,0,0,0
,,9/11/11,Min,@ SD,"L, 24-17",15,7,46.7,39,2.6,1,1,12,11-Feb,47.9,9/11/11,Min,@ SD,"L, 24-17",3,32,10.67,23,0,2
,,9/18/11,Min,TB,"L, 24-20",30,18,60,228,7.6,0,0,42,16-Feb,83.8,9/18/11,Min,TB,"L, 24-20",4,12,3,13,0,1
,,9/25/11,Min,Det,"L, 26-23",36,22,61.1,211,5.9,1,0,24,22-Apr,86.7,9/25/11,Min,Det,"L, 26-23",2,11,5.5,8,0,1
,,10/2/11,Min,@ KC,"L, 22-17",30,18,60,202,6.7,2,1,41,12-Feb,88.5,10/2/11,Min,@ KC,"L, 22-17",1,0,0,0,0,0
,,10/9/11,Min,Ari,"W, 34-10",21,10,47.6,169,8,0,0,60,9-Jan,75.3,10/9/11,Min,Ari,"W, 34-10",4,4,1,4t,1,1
,,10/16/11,Min,@ Chi,"L, 39-10",24,19,79.2,177,7.4,0,0,30,May-43,97.4,10/16/11,Min,@ Chi,"L, 39-10",0,0,0,0,0,0
Drew Brees,QB,11/4/01,SD,KC,"L, 25-20",27,15,55.6,221,8.2,1,0,40,12-Feb,94.8,11/4/01,SD,KC,"L, 25-20",2,18,9,13,0,1
,,9/8/02,SD,@ Cin,"W, 34-6",19,15,78.9,160,8.4,2,0,30,Jan-00,136.8,9/8/02,SD,@ Cin,"W, 34-6",5,13,2.6,15,0,1
,,9/15/02,SD,Hou,"W, 24-3",28,15,53.6,163,5.8,1,1,35t,20-Feb,68,9/15/02,SD,Hou,"W, 24-3",3,7,2.33,6,0,0
,,9/22/02,SD,@ Ari,"W, 23-15",31,17,54.8,181,5.8,0,1,21,17-Feb,58.7,9/22/02,SD,@ Ari,"W, 23-15",3,21,7,14,0,1
,,9/29/02,SD,NE,"W, 21-14",18,10,55.6,104,5.8,1,0,52t,0/0,91,9/29/02,SD,NE,"W, 21-14",4,4,1,10,0,1
,,10/6/02,SD,@ Den,"L, 26-9",42,26,61.9,235,5.6,1,2,30,0/0,65.1,10/6/02,SD,@ Den,"L, 26-9",1,7,7,7,0,0
,,10/13/02,SD,KC,"W, 35-34",41,28,68.3,319,7.8,2,2,29,7-Jan,87.3,10/13/02,SD,KC,"W, 35-34",5,27,5.4,10,0,2
,,10/20/02,SD,@ Oak,"W, 27-21",25,16,64,170,6.8,2,0,31,9-Feb,110.4,10/20/02,SD,@ Oak,"W, 27-21",2,0,0,1t,1,1
,,11/3/02,SD,NYJ,"L, 44-13",35,22,62.9,192,5.5,1,2,26,22-Feb,63,11/3/02,SD,NYJ,"L, 44-13",0,0,0,0,0,0
,,11/10/02,SD,@ Stl,"L, 28-24",20,12,60,139,7,0,2,26,9-Jan,41.5,11/10/02,SD,@ Stl,"L, 28-24",2,3,1.5,4,0,0
,,11/17/02,SD,SF,"W, 20-17",50,29,58,336,6.7,2,1,47,0/0,83.4,11/17/02,SD,SF,"W, 20-17",2,15,7.5,10,0,1
,,11/24/02,SD,@ Mia,"L, 30-3",22,15,68.2,107,4.9,0,1,23,27-Mar,60.2,11/24/02,SD,@ Mia,"L, 30-3",2,1,0.5,2,0,1
,,12/1/02,SD,Den,"W, 30-27",41,27,65.9,217,5.3,0,0,30,3-Jan,79,12/1/02,SD,Den,"W, 30-27",1,0,0,0,0,0
,,12/8/02,SD,Oak,"L, 27-7",41,22,53.7,239,5.8,0,3,28,13-Feb,40.6,12/8/02,SD,Oak,"L, 27-7",5,5,1,8,0,1
,,12/15/02,SD,@ Buf,"L, 20-13",24,13,54.2,148,6.2,0,0,42,20-Mar,72.9,12/15/02,SD,@ Buf,"L, 20-13",0,0,0,0,0,0
,,12/22/02,SD,@ KC,"L, 24-22",40,26,65,242,6,2,0,32,7-Jan,98.1,12/22/02,SD,@ KC,"L, 24-22",2,17,8.5,15,0,1
